Refrigerant,Molecular weight,Predicted crit temp /K,Acentric factor,No. of C,No. of F,No. of C=C,Temp /K,Liquid spec vol /[m^3/mol],Vapour spec vol /[m^3/mol],Vapour pressure /Pa,Dipole moment,Polarisability,Predicted crit pressure /Pa
R 1141,46.04,327.3405412,0.143,2,1,1,257.9960369,6.53E-05,0.001718249,1065945.514,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,259.1816284,6.56E-05,0.001658355,1104378.723,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,260.3602015,6.59E-05,0.001601216,1143576.484,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,261.531798,6.62E-05,0.001546671,1183537.579,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,262.696459,6.65E-05,0.001494569,1224260.567,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,263.8542256,6.68E-05,0.00144477,1265743.789,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,265.0051386,6.71E-05,0.001397145,1307985.38,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,266.1492387,6.74E-05,0.001351571,1350983.276,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,267.2865661,6.78E-05,0.001307934,1394735.218,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,268.4171609,6.81E-05,0.001266129,1439238.761,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,269.5410629,6.84E-05,0.001226056,1484491.285,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,270.6583119,6.87E-05,0.001187623,1530489.996,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,271.7689471,6.91E-05,0.001150742,1577231.937,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,272.8730078,6.94E-05,0.001115331,1624713.993,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,273.9705328,6.98E-05,0.001081315,1672932.9,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,275.0615609,7.01E-05,0.001048621,1721885.247,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,276.1461305,7.05E-05,0.001017183,1771567.487,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,277.2242797,7.09E-05,0.000986936,1821975.94,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,278.2960468,7.12E-05,0.000957821,1873106.802,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,279.3614693,7.16E-05,0.000929782,1924956.146,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,280.4205849,7.20E-05,0.000902767,1977519.932,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,281.4734309,7.24E-05,0.000876725,2030794.013,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,282.5200445,7.28E-05,0.000851609,2084774.134,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,283.5604624,7.32E-05,0.000827375,2139455.946,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,284.5947215,7.36E-05,0.000803982,2194835.002,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,285.6228581,7.40E-05,0.00078139,2250906.768,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,286.6449085,7.45E-05,0.00075956,2307666.624,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,287.6609087,7.49E-05,0.000738459,2365109.872,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,288.6708945,7.53E-05,0.000718053,2423231.736,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,289.6749016,7.58E-05,0.000698308,2482027.366,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,290.6729653,7.63E-05,0.000679197,2541491.845,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,291.6651209,7.68E-05,0.000660689,2601620.19,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,292.6514032,7.72E-05,0.000642758,2662407.355,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,293.6318471,7.77E-05,0.000625378,2723848.234,1.795,19.624,5533013.044
R 1141,46.04,327.3405412,0.143,2,1,1,294.6064871,7.83E-05,0.000608524,2785937.665,1.795,19.624,5533013.044
R 1216yc,150.023,367.5828276,0.3529,3,6,1,183.7914138,8.39E-05,0.438550323,3476.839719,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,185.7497788,8.42E-05,0.376745418,4089.043125,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,187.696551,8.45E-05,0.325182193,4785.409481,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,189.631799,8.49E-05,0.281946844,5573.995343,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,191.555591,8.52E-05,0.245519236,6463.223459,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,193.4679948,8.55E-05,0.21468517,7461.86543,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,195.3690778,8.58E-05,0.188469596,8579.022374,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,197.2589071,8.61E-05,0.166085456,9824.103833,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,199.1375493,8.65E-05,0.146894271,11206.80513,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,201.0050706,8.68E-05,0.130375608,12737.0834,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,202.8615368,8.71E-05,0.116103289,14425.13262,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,204.7070134,8.74E-05,0.103726765,16281.35764,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,206.5415654,8.78E-05,0.092956454,18316.34776,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,208.3652575,8.81E-05,0.083552145,20540.84976,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,210.178154,8.85E-05,0.075313779,22965.7408,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,211.9803188,8.88E-05,0.068074095,25602.00122,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,213.7718154,8.92E-05,0.061692727,28460.6876,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,215.552707,8.95E-05,0.056051458,31552.90602,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,217.3230563,8.99E-05,0.05105037,34889.78588,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,219.0829258,9.02E-05,0.04660473,38482.45424,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,220.8323774,9.06E-05,0.042642447,42342.01097,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,222.5714729,9.09E-05,0.03910199,46479.50459,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,224.3002736,9.13E-05,0.03593068,50905.90912,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,226.0188404,9.17E-05,0.033083282,55632.10187,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,227.7272339,9.20E-05,0.030520842,60668.84226,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,229.4255143,9.24E-05,0.028209722,66026.75171,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,231.1137415,9.28E-05,0.026120793,71716.29469,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,232.791975,9.32E-05,0.024228766,77747.76092,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,234.4602739,9.35E-05,0.022511631,84131.24868,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,236.118697,9.39E-05,0.020950182,90876.64934,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,237.7673029,9.43E-05,0.01952762,97993.63304,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,239.4061497,9.47E-05,0.018229218,105491.6355,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,241.035295,9.51E-05,0.017042036,113379.8461,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,242.6547963,9.55E-05,0.015954677,121667.1968,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,244.2647108,9.59E-05,0.014957086,130362.3526,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,245.8650952,9.63E-05,0.014040369,139473.7025,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,247.4560058,9.68E-05,0.013196645,149009.3521,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,249.0374988,9.72E-05,0.012418915,158977.1166,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,250.6096299,9.76E-05,0.011700956,169384.5154,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,252.1724546,9.80E-05,0.011037218,180238.7669,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,253.7260279,9.85E-05,0.010422749,191546.785,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,255.2704046,9.89E-05,0.009853117,203315.1755,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,256.8056391,9.93E-05,0.009324353,215550.2339,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,258.3317855,9.98E-05,0.008832892,228257.9441,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,259.8488977,0.000100237,0.008375532,241443.9774,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,261.3570292,0.000100693,0.007949389,255113.6918,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,262.856233,0.000101154,0.007551861,269272.1333,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,264.3465621,0.00010162,0.007180598,283924.0358,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,265.8280689,0.000102091,0.006833477,299073.8237,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,267.3008058,0.000102568,0.006508572,314725.6131,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,268.7648246,0.00010305,0.006204136,330883.2144,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,270.2201768,0.000103538,0.005918585,347550.1354,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,271.666914,0.000104032,0.005650474,364729.5846,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,273.1050869,0.000104532,0.00539849,382424.4744,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,274.5347464,0.000105038,0.005161436,400637.4253,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,275.9559427,0.00010555,0.004938215,419370.7701,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,277.3687261,0.000106068,0.004727829,438626.5582,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,278.7731464,0.000106593,0.004529362,458406.5605,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,280.1692529,0.000107125,0.004341974,478712.274,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,281.557095,0.000107663,0.004164897,499544.9269,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,282.9367215,0.000108209,0.003997422,520905.4841,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,284.3081812,0.000108762,0.003838901,542794.6519,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,285.6715222,0.000109322,0.003688734,565212.884,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,287.0267928,0.00010989,0.00354637,588160.3864,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,288.3740407,0.000110466,0.003411302,611637.1234,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,289.7133133,0.00011105,0.003283058,635642.8231,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,291.0446579,0.000111642,0.003161207,660176.9826,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,292.3681214,0.000112243,0.003045346,685238.874,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,293.6837505,0.000112853,0.002935103,710827.5498,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,294.9915915,0.000113472,0.002830134,736941.8485,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,296.2916905,0.0001141,0.00273012,763580.4003,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,297.5840935,0.000114737,0.002634764,790741.632,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,298.8688458,0.000115385,0.00254379,818423.773,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,300.1459929,0.000116043,0.002456942,846624.8606,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,301.4155797,0.000116712,0.002373981,875342.7448,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,302.677651,0.000117391,0.002294684,904575.0937,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,303.9322513,0.000118082,0.002218845,934319.3987,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,305.1794247,0.000118784,0.00214627,964572.9794,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,306.4192154,0.000119499,0.002076777,995332.9882,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,307.6516669,0.000120226,0.002010199,1026596.415,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,308.8768228,0.000120966,0.001946377,1058360.093,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,310.0947261,0.000121719,0.001885164,1090620.7,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,311.3054199,0.000122486,0.00182642,1123374.766,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,312.5089469,0.000123268,0.001770016,1156618.678,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,313.7053493,0.000124065,0.00171583,1190348.678,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,314.8946695,0.000124877,0.001663749,1224560.874,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,316.0769493,0.000125705,0.001613663,1259251.24,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,317.2522305,0.00012655,0.001565473,1294415.621,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,318.4205544,0.000127413,0.001519083,1330049.733,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,319.5819622,0.000128293,0.001474404,1366149.172,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,320.7364949,0.000129193,0.001431352,1402709.412,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,321.8841932,0.000130112,0.001389846,1439725.809,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,323.0250975,0.000131052,0.001349813,1477193.605,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,324.159248,0.000132014,0.001311181,1515107.932,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,325.2866848,0.000132998,0.001273883,1553463.809,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,326.4074475,0.000134005,0.001237857,1592256.149,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,327.5215757,0.000135037,0.001203041,1631479.759,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,328.6291087,0.000136095,0.001169381,1671129.342,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,329.7300855,0.00013718,0.001136821,1711199.499,1.078,31.595,3512461.059
R 1216yc,150.023,367.5828276,0.3529,3,6,1,330.8245449,0.000138293,0.00110531,1751684.732,1.078,31.595,3512461.059
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,193.0569035,8.52E-05,0.897317467,1786.705861,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,195.1139957,8.55E-05,0.75778486,2137.822395,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,197.1589106,8.58E-05,0.643351048,2543.914492,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,199.1917204,8.62E-05,0.548976129,3011.243422,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,201.2124966,8.65E-05,0.470726348,3546.472334,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,203.2213106,8.68E-05,0.405512484,4156.661118,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,205.2182331,8.71E-05,0.350894234,4849.258797,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,207.2033345,8.74E-05,0.304932965,5632.093533,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,209.1766848,8.77E-05,0.266080174,6513.360395,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,211.1383536,8.80E-05,0.233092475,7501.607017,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,213.0884099,8.84E-05,0.204966424,8605.717328,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,215.0269227,8.87E-05,0.180888261,9834.893533,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,216.9539601,8.90E-05,0.16019495,11198.63652,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,218.8695901,8.93E-05,0.142343808,12706.72493,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,220.7738803,8.97E-05,0.126888714,14369.19301,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,222.6668977,9.00E-05,0.11346137,16196.30755,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,224.5487092,9.03E-05,0.101756491,18198.54405,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,226.419381,9.07E-05,0.091520018,20386.56226,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,228.278979,9.10E-05,0.082539717,22771.18139,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,230.1275689,9.14E-05,0.074637641,25363.35509,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,231.9652158,9.17E-05,0.067664056,28174.14637,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,233.7919845,9.21E-05,0.061492531,31214.70263,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,235.6079393,9.24E-05,0.056015959,34496.231,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,237.4131444,9.28E-05,0.051143302,38029.97397,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,239.2076632,9.31E-05,0.046796945,41827.18564,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,240.9915591,9.35E-05,0.04291051,45899.10852,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,242.764895,9.38E-05,0.039427064,50256.95103,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,244.5277334,9.42E-05,0.036297634,54911.86583,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,246.2801364,9.46E-05,0.033479979,59874.92898,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,248.0221658,9.49E-05,0.030937565,65157.12007,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,249.7538829,9.53E-05,0.028638713,70769.30326,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,251.475349,9.57E-05,0.026555879,76722.20931,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,253.1866245,9.60E-05,0.024665064,83026.41876,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,254.8877699,9.64E-05,0.022945299,89692.34603,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,256.5788451,9.68E-05,0.021378225,96730.22461,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,258.2599097,9.72E-05,0.01994773,104150.0934,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,259.9310231,9.76E-05,0.018639643,111961.784,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,261.592244,9.80E-05,0.017441475,120174.9092,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,263.2436311,9.84E-05,0.016342192,128798.8523,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,264.8852425,9.88E-05,0.015332031,137842.7574,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,266.5171362,9.92E-05,0.014402334,147315.5213,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,268.1393697,9.96E-05,0.013545409,157225.7855,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,269.7520001,0.000100001,0.012754407,167581.9298,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,271.3550843,0.000100417,0.012023223,178392.0663,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,272.9486788,0.000100836,0.011346401,189664.0346,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,274.5328397,0.000101259,0.01071906,201405.3982,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,276.107623,0.000101687,0.010136824,213623.4403,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,277.6730842,0.000102119,0.009595764,226325.1623,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,279.2292783,0.000102554,0.009092346,239517.2814,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,280.7762604,0.000102995,0.008623388,253206.2298,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,282.3140848,0.00010344,0.008186019,267398.1541,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,283.8428059,0.000103889,0.007777644,282098.9155,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,285.3624775,0.000104343,0.007395918,297314.0906,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,286.8731531,0.000104802,0.007038714,313048.9727,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,288.3748861,0.000105266,0.006704103,329308.5731,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,289.8677294,0.000105735,0.006390333,346097.6241,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,291.3517355,0.000106209,0.006095809,363420.5807,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,292.8269569,0.000106689,0.005819079,381281.6245,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,294.2934454,0.000107174,0.005558819,399684.6664,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,295.7512529,0.000107665,0.005313819,418633.3506,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,297.2004306,0.000108161,0.005082973,438131.0586,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,298.6410298,0.000108664,0.00486527,458180.9131,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,300.0731011,0.000109172,0.004659781,478785.7832,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,301.496695,0.000109687,0.004465656,499948.2884,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,302.9118618,0.000110208,0.004282114,521670.8036,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,304.3186512,0.000110736,0.004108435,543955.4647,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,305.717113,0.000111271,0.003943959,566804.1731,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,307.1072964,0.000111813,0.003788076,590218.6012,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,308.4892503,0.000112362,0.003640223,614200.1981,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,309.8630236,0.000112918,0.003499883,638750.1947,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,311.2286647,0.000113482,0.003366576,663869.6094,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,312.5862216,0.000114055,0.003239858,689559.2536,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,313.9357423,0.000114635,0.003119318,715819.7372,2.479,30.843,3533536.43
R 1225ye (E),132.032,386.1138069,0.313,3,5,1,315.2772742,0.000115224,0.003004576,742651.4745,2.479,30.843,3533536.43
