Refrigerant,Molecular weight,Predicted crit temp /K,Acentric factor,No. of C,No. of F,No. of C=C,Temp /K,Liquid spec vol /[m^3/mol],Vapour spec vol /[m^3/mol],Vapour pressure /Pa,Dipole moment,Polarisability,Predicted crit pressure /Pa
R 1234ye (E),114.04,391.371113,0.29,3,4,1,214.0132027,0.000116429,0.226468748,7815.695687,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,215.9898109,0.000116835,0.200831154,8889.640283,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,217.9547183,0.000117243,0.178694915,10075.4295,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,219.9079942,0.000117654,0.159511823,11380.60238,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,221.8497073,0.000118067,0.142829282,12812.85243,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,223.7799262,0.000118483,0.128272072,14380.00971,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,225.6987189,0.000118901,0.115527872,16090.0225,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,227.606153,0.000119322,0.104335703,17950.93904,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,229.5022958,0.000119745,0.094476673,19970.88917,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,231.387214,0.000120171,0.08576652,22158.0662,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,233.2609742,0.000120599,0.078049591,24520.70898,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,235.1236424,0.00012103,0.071193956,27067.08435,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,236.9752843,0.000121464,0.065087422,29805.46995,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,238.8159651,0.000121901,0.059634278,32744.13767,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,240.6457497,0.00012234,0.054752622,35891.33752,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,242.4647026,0.000122782,0.050372164,39255.28222,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,244.272888,0.000123227,0.046432397,42844.13247,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,246.0703695,0.000123675,0.042881098,46665.98288,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,247.8572106,0.000124126,0.039673066,50728.84873,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,249.6334742,0.00012458,0.036769076,55040.6534,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,251.399223,0.000125037,0.034135005,59609.2167,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,253.1545192,0.000125497,0.03174109,64442.24387,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,254.8994246,0.000125961,0.02956131,69547.31555,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,256.6340007,0.000126427,0.027572866,74931.87838,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,258.3583089,0.000126897,0.025755729,80603.23649,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,260.0724097,0.00012737,0.024092272,86568.54378,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,261.7763636,0.000127846,0.022566946,92834.79694,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,263.4702307,0.000128326,0.021166005,99408.82923,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,265.1540707,0.00012881,0.019877273,106297.305,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,266.827943,0.000129296,0.018689944,113506.715,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,268.4919066,0.000129787,0.01759441,121043.3721,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,270.14602,0.000130281,0.016582111,128913.4082,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,271.7903417,0.000130779,0.015645405,137122.7711,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,273.4249296,0.000131281,0.014777464,145677.2228,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,275.0498413,0.000131787,0.013972168,154582.3374,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,276.6651341,0.000132297,0.013224029,163843.5005,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,278.270865,0.00013281,0.012528114,173465.9084,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,279.8670904,0.000133328,0.011879985,183454.5684,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,281.4538668,0.00013385,0.01127564,193814.2992,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,283.03125,0.000134377,0.010711465,204549.7315,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,284.5992957,0.000134907,0.010184195,215665.3097,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,286.1580591,0.000135443,0.009690871,227165.2938,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,287.7075952,0.000135983,0.009228811,239053.7608,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,289.2479585,0.000136527,0.00879558,251334.6078,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,290.7792034,0.000137077,0.008388963,264011.5544,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,292.3013839,0.000137631,0.008006945,277088.1459,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,293.8145537,0.00013819,0.007647687,290567.7564,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,295.318766,0.000138754,0.007309513,304453.5926,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,296.8140739,0.000139324,0.00699089,318748.6976,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,298.3005301,0.000139899,0.006690415,333455.9545,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,299.778187,0.000140479,0.006406803,348578.0912,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,301.2470966,0.000141065,0.006138876,364117.6841,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,302.7073109,0.000141657,0.005885552,380077.1634,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,304.1588812,0.000142254,0.005645838,396458.8169,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,305.6018587,0.000142858,0.005418818,413264.7957,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,307.0362943,0.000143468,0.00520365,430497.1184,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,308.4622386,0.000144084,0.004999556,448157.6768,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,309.8797417,0.000144707,0.004805821,466248.2404,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,311.2888538,0.000145336,0.004621781,484770.4621,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,312.6896243,0.000145972,0.004446823,503725.8836,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,314.0821029,0.000146615,0.004280382,523115.9401,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,315.4663384,0.000147266,0.004121931,542941.9669,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,316.8423797,0.000147924,0.003970983,563205.204,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,318.2102754,0.00014859,0.003827087,583906.8019,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,319.5700736,0.000149263,0.003689821,605047.8278,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,320.9218223,0.000149945,0.003558796,626629.2708,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,322.2655691,0.000150635,0.003433648,648652.0477,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,323.6013614,0.000151334,0.003314039,671117.0092,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,324.9292462,0.000152042,0.003199653,694024.9455,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,326.2492705,0.000152759,0.003090196,717376.5925,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,327.5614807,0.000153486,0.002985392,741172.6375,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,328.865923,0.000154222,0.002884986,765413.7259,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,330.1626435,0.000154968,0.002788737,790100.4666,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,331.4516879,0.000155725,0.002696421,815233.439,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,332.7331016,0.000156493,0.002607827,840813.199,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,334.0069298,0.000157273,0.002522758,866840.2854,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,335.2732174,0.000158064,0.002441029,893315.2266,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,336.532009,0.000158867,0.002362467,920238.5476,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,337.7833489,0.000159682,0.002286908,947610.7761,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,339.0272814,0.000160511,0.0022142,975432.4503,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,340.2638503,0.000161353,0.002144199,1003704.126,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,341.4930991,0.00016221,0.002076769,1032426.382,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,342.7150711,0.000163081,0.002011781,1061599.833,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,343.9298096,0.000163968,0.001949117,1091225.129,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,345.1373572,0.00016487,0.001888661,1121302.973,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,346.3377565,0.00016579,0.001830308,1151834.123,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,347.5310499,0.000166726,0.001773956,1182819.4,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,348.7172794,0.000167682,0.001719508,1214259.704,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,349.8964869,0.000168656,0.001666875,1246156.017,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,351.0687139,0.00016965,0.001615971,1278509.416,2.611,30.929,2918894.182
R 1234ye (E),114.04,391.371113,0.29,3,4,1,352.2340017,0.000170666,0.001566715,1311321.083,2.611,30.929,2918894.182
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,204.7569623,8.12E-05,0.779549623,2180.939014,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,206.9387229,8.15E-05,0.659082821,2606.490168,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,209.1075683,8.17E-05,0.560235166,3097.763123,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,211.2635749,8.20E-05,0.478664786,3662.051592,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,213.4068186,8.23E-05,0.410984552,4307.088387,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,215.5373751,8.26E-05,0.35453556,5041.036364,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,217.6553195,8.29E-05,0.307217991,5872.476695,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,219.7607264,8.32E-05,0.267363946,6810.394639,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,221.85367,8.35E-05,0.233641234,7864.162994,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,223.9342242,8.38E-05,0.2049801,9043.523445,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,226.0024621,8.41E-05,0.180517098,10358.56601,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,228.0584569,8.44E-05,0.159551846,11819.70681,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,230.1022808,8.47E-05,0.141513516,13437.66448,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,232.1340061,8.50E-05,0.125934721,15223.43526,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,234.1537042,8.53E-05,0.112431073,17188.26725,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,236.1614465,8.56E-05,0.100685088,19343.63386,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,238.1573036,8.59E-05,0.090433453,21701.20676,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,240.141346,8.62E-05,0.081456916,24272.82856,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,242.1136435,8.65E-05,0.073572204,27070.48537,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,244.0742657,8.69E-05,0.066625547,30106.27942,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,246.0232817,8.72E-05,0.060487466,33392.40198,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,247.9607602,8.75E-05,0.055048557,36941.10666,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,249.8867696,8.78E-05,0.050216059,40764.68332,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,251.8013776,8.81E-05,0.045911076,44875.43262,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,253.7046518,8.85E-05,0.042066281,49285.64135,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,255.5966593,8.88E-05,0.038624055,54007.55874,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,257.4774668,8.91E-05,0.035534931,59053.37366,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,259.3471406,8.95E-05,0.032756325,64435.19293,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,261.2057466,8.98E-05,0.030251472,70165.02068,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,263.0533502,9.01E-05,0.027988549,76254.73895,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,264.8900167,9.05E-05,0.025939934,82716.08934,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,266.7158108,9.08E-05,0.024081593,89560.656,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,268.5307968,9.12E-05,0.022392563,96799.84973,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,270.3350388,9.15E-05,0.020854513,104444.8934,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,272.1286003,9.18E-05,0.019451378,112506.8084,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,273.9115445,9.22E-05,0.018169046,120996.4028,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,275.6839343,9.26E-05,0.016995096,129924.2596,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,277.4458322,9.29E-05,0.015918568,139300.7278,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,279.1973002,9.33E-05,0.014929772,149135.9128,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,280.9384002,9.36E-05,0.014020127,159439.6696,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,282.6691935,9.40E-05,0.013182014,170221.5956,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,284.3897411,9.44E-05,0.012408659,181491.0253,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,286.1001037,9.47E-05,0.011694026,193257.0261,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,287.8003415,9.51E-05,0.011032727,205528.3942,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,289.4905146,9.55E-05,0.010419947,218313.6525,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,291.1706823,9.59E-05,0.009851369,231621.0483,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,292.8409041,9.62E-05,0.009323123,245458.553,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,294.5012388,9.66E-05,0.008831731,259833.8612,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,296.1517448,9.70E-05,0.00837406,274754.3918,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,297.7924805,9.74E-05,0.007947288,290227.2891,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,299.4235035,9.78E-05,0.007548867,306259.4247,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,301.0448715,9.82E-05,0.007176491,322857.4001,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,302.6566416,9.86E-05,0.006828075,340027.5499,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,304.2588705,9.90E-05,0.006501725,357775.9452,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,305.8516148,9.94E-05,0.006195723,376108.3981,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,307.4349307,9.98E-05,0.005908507,395030.4658,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,309.0088738,0.00010025,0.005638655,414547.4564,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,310.5734998,0.00010067,0.005384869,434664.4338,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,312.1288637,0.000101094,0.005145966,455386.2235,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,313.6750204,0.000101523,0.004920864,476717.4191,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,315.2120244,0.000101955,0.004708574,498662.3887,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,316.7399299,0.000102392,0.004508188,521225.2815,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,318.2587907,0.000102832,0.004318875,544410.0347,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,319.7686604,0.000103278,0.004139872,568220.3813,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,321.2695922,0.000103727,0.003970477,592659.8572,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,322.7616391,0.000104182,0.003810043,617731.8089,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,324.2448535,0.000104641,0.003657977,643439.4016,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,325.7192878,0.000105105,0.00351373,669785.6272,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,327.184994,0.000105574,0.003376796,696773.3123,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,328.6420237,0.000106048,0.003246707,724405.1271,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,330.0904283,0.000106527,0.00312303,752683.5933,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,331.5302589,0.000107012,0.003005366,781611.0934,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,332.9615662,0.000107503,0.002893343,811189.8789,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,334.3844006,0.000107999,0.002786618,841422.0796,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,335.7988124,0.000108501,0.002684871,872309.7127,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,337.2048513,0.000109009,0.002587805,903854.6916,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,338.602567,0.000109523,0.002495146,936058.8354,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,339.9920087,0.000110044,0.002406636,968923.8785,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,341.3732254,0.000110571,0.002322035,1002451.48,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,342.7462658,0.000111105,0.002241123,1036643.233,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,344.1111782,0.000111647,0.00216369,1071500.674,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,345.4680109,0.000112195,0.002089542,1107025.296,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,346.8168116,0.000112751,0.002018498,1143218.554,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,348.1576278,0.000113316,0.001950389,1180081.879,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,349.4905069,0.000113888,0.001885056,1217616.687,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,350.8154958,0.000114468,0.00182235,1255824.388,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,352.1326413,0.000115058,0.001762132,1294706.403,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,353.4419897,0.000115656,0.001704272,1334264.167,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,354.7435872,0.000116264,0.001648646,1374499.147,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,356.0374798,0.000116881,0.00159514,1415412.853,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,357.3237129,0.000117509,0.001543646,1457006.847,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,358.602332,0.000118147,0.001494061,1499282.758,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,359.8733821,0.000118797,0.001446289,1542242.296,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,361.1369081,0.000119458,0.001400241,1585887.266,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,362.3929544,0.00012013,0.001355832,1630219.578,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,363.6415654,0.000120816,0.00131298,1675241.268,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,364.882785,0.000121514,0.00127161,1720954.51,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,366.1166571,0.000122226,0.001231651,1767361.634,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,367.343225,0.000122953,0.001193034,1814465.142,1.76,31.062,4245978.045
R 1234ye (Z),114.04,409.5139246,0.333,3,4,1,368.5625321,0.000123694,0.001155696,1862267.729,1.76,31.062,4245978.045
R 1234yf,114.04,367.3508901,0.282,3,4,1,183.6754451,7.93E-05,0.674204574,2261.869191,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,185.6325744,7.96E-05,0.572330819,2692.258868,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,187.5781182,7.99E-05,0.488346717,3187.527511,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,189.5121451,8.02E-05,0.418735107,3754.704748,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,191.4347232,8.05E-05,0.360736172,4401.231581,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,193.3459203,8.07E-05,0.312171435,5134.951325,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,195.2458038,8.10E-05,0.271311433,5964.098049,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,197.1344407,8.13E-05,0.236775591,6897.282686,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,199.0118975,8.16E-05,0.207455981,7943.476971,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,200.8782404,8.19E-05,0.182458929,9111.99539,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,202.7335352,8.22E-05,0.161060025,10412.47536,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,204.5778473,8.25E-05,0.142669276,11854.85581,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,206.4112418,8.28E-05,0.126803959,13449.35445,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,208.2337832,8.32E-05,0.113067374,15206.44383,2.801,30.101,3652128.362
R 1234yf,114.04,367.3508901,0.282,3,4,1,210.0455357,8.35E-05,0.101132118,17136.82652,2.801,30.101,3652128.362
