Refrigerant,Tc predicted,Pc predicted,vc predicted
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1114,294.5561081703374,4335776.354374641,0.0001595506400444829
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1123,346.733961166544,5253881.331412629,0.0001595506400444674
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (E),394.077687739085,6610110.61398825,0.0001492495545054471
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132 (Z),394.08014926526477,6608356.186847082,0.00014924955450465672
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
R 1132a,302.40900979737614,5036581.980469729,0.00015955064004473312
